Customer_ID,churned
6e1749b7-7f22-4e78-b089-fdcfe94a9319,Yes
7722df96-e734-4cf4-a4e0-a185fa4dfee1,No
6c853ba2-e383-4117-8540-5713aee8b0f5,Yes
4d632358-7e74-4ba9-81e2-db392246c14f,No
114358d7-796f-47e3-a64e-91573ce7c906,No
429f5d47-0582-448f-83f9-0b97360e1b3b,No
451ee749-0a8b-4c59-bc18-a977391906e2,No
218bc9f9-ddc4-4490-b9ef-0bfeef2bc605,No
10cf32b9-a07b-4098-b460-d4cef8dae17f,No
8bc7479a-c25c-4481-8449-ba438af29e62,No
fbc9619d-a5fb-4815-ae39-e2848790fdc9,No
1b360fda-e118-4bca-8161-608beb43cdf0,No
a0e88d9b-b92e-4f45-9cee-8435b2a26a7e,No
5a217825-b986-4b00-8e00-9146c164cfaa,No
dc81e146-0b41-4c82-86e3-599111135ea1,Yes
11b3cb6a-572e-43c1-867e-28fd976b67c9,No
35c454e1-e082-493a-ba31-71ba2579fed5,No
9745cd43-d9c0-4786-8dca-a4e29169b8ba,No
0399fc6d-d289-4717-83e5-36e5c44b41bf,No
b829e273-dca6-441f-b3ed-4093bef603de,No
e559263f-bf94-4d18-b70b-d4a5690ad0e4,No
b830ba1b-a5ff-4248-b9b1-1b29dd38f3ae,No
6bc0327d-5891-495a-89af-b3bd43adf59a,No
6e3afefb-55a1-4164-92ed-2d05ad700bd7,Yes
13a5c029-bc6e-4d41-8fb9-9ba3f2203d99,No
a172aa48-0dc6-4e1c-b436-b4f88d038e38,No
b5afbae6-7370-458f-be6d-43b4c345a45c,No
28204d17-88d5-4d58-b7e9-2bb9e8465947,No
dc3f7024-062e-427b-9e52-25209ba53bc4,No
46b8c02f-a6c4-4777-b00f-fdd7ffa6e6c2,No
c37afc10-f85f-433a-ac03-ebe098fb89ed,No
f27ce8bf-203c-44e3-90e8-31c284da06d5,No
ee84439d-9bef-4084-9aac-2f8775b0c3ac,No
4331537a-2e76-41d2-8f1b-38394a442b64,No
f736d70c-4537-42bf-bb67-c7a62bf9db9f,No
4f299fd1-c8cf-47bb-bdf1-7345fe34f93d,No
9d410f1d-81cb-4d6c-932c-83acd79f95ed,No
3458aaeb-c92b-49eb-a3c7-ba3db08d1781,Yes
c1db5e7f-9644-4da5-bfaf-ee9a41f0babb,Yes
895daad7-b9b9-4b65-bdf8-fd2258fd5714,Yes
6d7844b8-e67b-434b-bebc-ffa2c90cf4a1,No
510d84d2-bed5-4203-9d78-eb2579a7a0b7,No
9f4c385e-2481-4638-aeeb-c43eae4aa176,No
d5cd6b3a-d085-4bc7-b19d-e432d8c319d3,No
d31a218c-f9d0-4497-8c2b-365e0fba7218,No
48e26850-fc38-4bda-a963-1c0a5a0060a7,No
81208985-7f73-47d5-a8d2-8949e2afc867,No
59c1350d-930f-4d6f-a8d9-9a2e3cc8cc81,No
058fbfc7-3cdd-4e8b-a2a0-8f63ba6b0806,No
26f649fe-bbaf-4ccd-b9f9-a03cdf6767b2,Yes
ac2305eb-d9cb-4d0e-a59b-e06dfd42d449,No
4ebee040-85a1-498c-8470-3f6524ea7b8c,No
33766958-9400-418c-b73a-413ddbc00ef7,Yes
ee368f92-4104-4db9-9a44-d7ba80f760f9,No
435fb956-88ee-4cc9-b1de-3ee0c2c70ce5,No
3ea6259e-dea2-41ca-98d9-c0b3e8a7a38a,No
51a7f15a-8ea5-495f-a139-8e9eaa40628d,No
9af7b150-4c2a-4caf-8f16-229cbced21c7,No
5c79b576-87f8-4fef-85ef-0b69f827e19f,No
5f58ca72-181c-446d-9000-acaed5f1dc28,No
2375bf40-d884-42e8-a6bc-b4bd2fd60b60,No
b8b7c6b3-c764-48c0-a99c-90e734791ac5,No
555f18a4-f974-4fe1-aeb0-1972c96f68e1,No
846f0fca-1ac7-4fa6-b440-3671ad09deff,No
e62a5c08-e33e-44f5-81d2-63ffe214cf7a,No
87c35180-d217-48ff-9f68-6c592f66d7e9,No
ed687999-83ce-469d-8105-dfedaca10fe0,No
24d8aad3-662a-490c-9982-1fd3ebe18fad,No
c09057b3-2bff-4d99-a631-c7a16758890a,No
10109bdb-616f-4a77-b47e-8fe159136f17,No
0cd2f527-fc00-449d-b9ff-5f1c642a467a,No
a40d7dfa-40e6-4fd3-8223-fe8b3e374246,No
f667f867-9a80-40df-aa4b-1ae8ccee9de2,No
50114b04-66c0-4427-9a8f-212e63335b6c,No
823b2257-10c2-48fe-b615-dd68ac12524a,Yes
6bf36d34-66d3-45c7-85b2-6f68cefd0fb2,No
ae75525f-949d-4c19-aeaf-7f6c33558235,No
aaaf0ba6-6c20-42ce-a99e-c3c4b125cbc4,No
1321d9ee-a93d-421c-86a9-f6fa3b89230b,No
c806980a-9828-4c7e-aed4-337177941778,Yes
fa264e16-6fac-4665-b584-cb0f7cdbaddc,No
00b74e79-d86a-456a-b534-d907843404a8,No
76abdb1d-5bdb-4b0e-b8a8-3d5347d29aea,No
bfc02322-2f00-4aee-b7e5-0dd50d739042,Yes
09761608-aff6-4e69-b848-2c1316b6425a,No
4fd71427-4be6-40d1-9cbb-a408deff7733,No
cc3b957b-7cb1-411a-878c-c859b983247d,No
330bb096-ee11-4b0b-8cdf-d0e5ecbc0083,No
ffc2f8df-7c8b-4490-ae79-2c5f6901a349,No
47527bf7-e1d4-4c2a-91a1-78b6685e8a39,No
7453d944-6141-432c-94b7-8ff24e7d30cc,No
cae907eb-4b60-4e0f-8e8c-32e3bf410f8a,No
4040296d-9146-4fe4-81d6-e5e75b7dceb0,No
68e33cdf-41c7-481b-bc9b-524c09733c59,Yes
3484e01c-263e-4e3d-b108-e0bb7118e80e,No
e4528b3c-c3ce-4adb-8ec0-67bf8ddb99b1,No
2bf9016d-e2ed-43d0-a019-e86e637fd338,No
f63e5ee4-65af-48f1-b09b-37d8d04e2156,No
b03dd6dc-967f-4f9a-a0ca-ade56b36da98,No
6ae394f7-0920-4fe5-bec9-ed3844e8ea5a,No
f7a494d3-078b-47f3-a47a-87afef410add,No
f95a4276-46d8-4b10-a95c-271cff839a06,No
2f33f131-983a-4236-a0f6-976746199c4e,No
07ed92af-bc12-4848-acaf-0c8ac2f75075,No
5a8ccb9f-9713-44d8-91d3-796cdc4b6de0,No
a18254a5-ccf1-4735-b394-5e929338fd62,No
999e726e-264d-4644-991a-e5e70acd3499,No
bb818501-becd-404e-bf4e-904be66027de,Yes
65e86f84-d3f7-4af1-b43e-44953357c74e,No
f7610f7b-48c0-4e8c-9654-460dc3394f85,No
f2508245-43ca-4861-8888-98bbb0ba4718,No
515fe613-dbe8-4e25-bfd6-404d41569044,No
4bb2d0d4-71dc-4e8e-ae3d-19f42d2d177d,No
4736ec1d-38d1-43ac-a09c-baa9b89a4bd1,No
a6ec55a1-0bfc-4f93-bd7e-1334b5b1ae5b,No
84735b05-4022-4cac-93a5-a53a4de937bf,No
d24d74a3-5636-4fe7-94e6-bd09134fa285,No
f90698e8-30bb-415e-8ab3-ae56f24d50fa,No
8cd8f2ec-612c-4597-93c2-c51a6b0d3d30,Yes
dbe69de3-af20-4fc6-ab0f-817939b6f385,No
c0cdc5a5-8573-419e-9abf-4a3ef44eaef2,Yes
1bde3b6c-aec9-45f4-b3cb-c5b091a90eca,No
0addae64-afd6-46dc-a378-70765c1acad8,No
46b63af3-82c1-43bd-8578-5ddd34673d58,No
5d2bab82-c701-4e41-8890-1b54d70231b7,No
5b9a8742-4921-4ea4-b479-bfd947bda6f6,No
acf321ae-9d70-4bdf-ae37-845ec280fc71,No
f192a8b9-f432-48b5-8c73-0445023f4e45,Yes
7a20509d-6b32-45eb-ada9-8c75dc0b2adf,No
17c3c36d-54fe-4e42-8b4e-dd70e64f7890,Yes
a9ca9c4a-9add-420a-9c0c-26ec600b3ced,No
a1000e0a-6ebc-4a9c-a28b-742fc03435f3,No
29118ccb-9fae-4109-baef-acc9063c5c4c,No
e6b737e2-fe18-4e0f-ab53-2fdd0ccd3df6,No
42afccc5-73cb-4092-99a2-d1bdfcf29f41,No
0a1cceba-37fd-4e3c-af19-663eb7cc1f8b,No
366470b2-6bed-4489-a593-638b369178c3,Yes
be69d02c-9268-46ad-b46b-24f948db2293,Yes
30c7e621-94a7-416a-967c-dae025a5c2e6,No
bd3d5db7-5390-4fa0-acf4-bcaf2ee350d5,Yes
bd17006a-0bf2-430a-9e8b-f497af80629f,Yes
2764c34e-0255-4b6e-92cc-20df863380d7,No
d6c97bd0-a08f-42eb-a1ec-77f5ff619301,No
ab8cdb2e-93a7-4daa-b213-d05efbe8430e,No
5eed8c70-2dc0-4ee8-8d45-a376d0b780ad,No
3c0373f6-2bd5-4681-b4c9-48333cc93fff,Yes
1b1a6798-efb4-4d01-8bc1-ac5e8bf0da6e,No
38a96ec3-58ed-4128-91e5-e5ee45d1590d,No
a708791e-b03e-4052-82ad-3577bea7ede5,No
8f79986c-7734-45a3-8ed4-d3c8840220e7,No
59ae58fe-e2e7-4148-b2d0-e7d0f9270a9f,No
38d1fb87-c24d-4f92-8acb-451eb88a2c57,No
01092af4-2e35-4f14-83b5-44a9f4a79145,No
0c45750f-2438-4835-859a-20e10645902a,No
33f6dc64-8c6e-4b17-87ce-fa0060831bbb,No
03fd27c6-4d62-4759-b702-a870d261c279,No
c4f02689-f261-49a7-b0ff-9bfd2d546c82,No
2e7a5cec-22c5-4761-abfa-8da184fa95e3,Yes
f05b0a28-7e91-4927-bbb4-409790d3e291,No
f6e599ca-a0b1-4277-abd9-6d8b4e04e6e0,No
89e783c9-1274-42dc-86a7-b74b0652d7c1,No
c3566566-a3f7-4bb1-b816-370b9aacd321,No
3776a015-2e32-49ac-a247-ea0a6c1c07bd,No
fec9d572-5bb7-41dc-a4fe-d13be6eb82e1,No
8d6f5d3e-fe6c-4617-b12b-73f7f1304286,No
44d66bd5-2ee7-43f7-95ee-579bbe0cefce,No
4a3fc02f-61a6-441b-9298-058720b80ad8,No
49c55bdf-7671-48a5-bf27-064b579ef89c,No
fbcf9716-fe93-4cde-a418-7d66d98c748c,Yes
74814304-54fa-4b2a-b7a1-65bf3f93682a,No
d7684bb6-1f1b-4e5b-8716-38f4b67c59c1,No
e7e0ca9c-f75f-434c-bd25-e47be8319363,No
a6fe896c-4344-4fd0-9fac-8f1aab620deb,Yes
1e4c41e7-03c7-4201-91c1-0eb187db3b6d,Yes
af6c5631-b5d3-48f2-b144-ae412a56c1e8,Yes
de138211-df5f-41b9-ade9-d543e1f1ec63,No
d9037dd8-8573-4706-b39d-23ce901ade03,No
a0aa9f8b-029f-41f5-9b0f-dcc1720db78e,No
75d0313f-00da-403e-a98e-480d78dcdee7,Yes
ae300731-47b3-4597-9116-bffe588774df,No
e99f5a53-bd9c-45ad-82ee-60b569120308,No
20442ab9-7e7b-4a3e-8761-63d0c61ae35b,No
1f34c1b5-e243-41e1-a8c3-6a6e00fb8f56,No
dd77ec7f-64db-48d7-9a7b-2044fe1a4a39,No
57a1c5a6-d77d-40aa-9de2-b88235595cee,Yes
492a73f8-8af6-41d9-9a5b-ee9adbbda20b,No
48990dec-9ea0-4a1b-b4c3-3e2e5f7c6211,No
69fcab6a-b714-408a-bd06-9d626a7a7a33,No
5df98804-95d5-40b8-a12a-f915a785d3c6,No
32cbfe07-4b2e-44f3-b7c9-b051361494b4,No
5fad4ce8-2370-4606-ab8b-65bda87f3e78,No
f84f5503-9b35-4099-8da8-dc2d3faa461e,No
8bb8fc14-bdaa-4413-8cb9-9efd97c7c116,No
4573102e-f92d-4289-992e-ba35c2613544,No
64d1f2ab-f07a-4e83-aead-1ca88f61f158,No
11a78fb9-abd6-4f88-b56e-5b2de25da248,No
6aef7e53-3885-4afd-81ef-e369cd019aa6,No
cd81d410-f921-4dd3-9ead-a7d0d4165d09,No
e4c6e511-9a69-42b5-bd27-d81dc02c860f,No
ce85c82b-32e4-47c7-96c1-4a6cce25fcb7,No
fd97b865-b336-4897-aff8-4652fc9bb530,No
0aff3fed-6bcd-4b49-a153-e6a527e11435,No
9ac30a8d-be6c-4015-b774-995591ae7791,No
f903ea32-ce6c-4be6-83bd-9499ea678667,No
ec098419-1436-4854-bb14-034583ed4ede,Yes
129ec654-ef22-4df9-a1df-355d07894fc8,No
d54163ee-f39a-46e2-a806-47178d46a666,Yes
3571226e-1c5d-41f0-afe1-e3ecc315ba80,No
780de5c0-fcd3-43d4-b6f1-8a7b9d927c77,No
eac0037b-f48b-4ae3-b26d-51505875d2e2,No
e0c4ec81-0743-4de1-81cd-8bad823c4d1e,Yes
6fd71588-5a5c-490b-90ab-00b383cbdf98,No
ed69437f-03d5-4ef8-afab-95f26971cb91,No
3004baf7-c1bd-4495-aeb5-390f73a9bb2a,No
0ece194f-c438-43b1-aafa-e248ce80315d,No
8b2f6102-fce3-4f44-af52-683ed78413c2,No
c74e2984-28b7-414b-8597-faa0bd8c7a49,No
55bff1a3-b858-406e-8466-3f8a9e1c5753,Yes
45457f2d-40b5-4f83-b1a6-96b6cf3c457c,No
55f190db-94b4-409e-bd1e-de58a7eece7d,No
76e31d88-ea74-4cc1-8dac-17069f4e458e,No
85565458-1179-49cc-bde6-f31e21126252,No
0aa505e7-4c0a-429a-964b-4648bc2d0b8b,No
38261575-4c7c-4f7f-8826-57aed9ff3ab7,No
97cfafde-2a82-49a5-839b-aee855b26005,No
c500aaa8-e90c-4d0c-a248-82d459aef2f1,No
b9420dc6-66d4-4af9-976b-a1c1442ba093,No
f103285d-075f-4bf0-badb-ab21ddbcce84,Yes
6c572af4-b3e9-4641-be18-2177206c9679,No
330be35a-ba8f-4037-939a-e8051f4cf140,No
95b09fa7-bd67-40cd-a023-48bbf97e924d,No
8e9a3245-adc1-4d84-816d-b15ec15a6a61,No
685ea1e0-ae85-4001-a8b3-69bdec28db15,No
4d62e668-415a-47d0-9a2e-86ebf2c1b1f0,Yes
fa2be8a3-f890-43e4-8990-f7c0e3dd5fbe,No
13eabe4d-7379-4f35-901f-eea21f8f96c8,No
4fe5d654-e3f2-48c2-9d71-2e497a64438c,No
1d7991d4-d43a-4bdb-bcc9-8f7ce611fc9b,Yes
ce6a8071-e711-43ef-bc05-9fef001627b4,No
a458af17-befd-449f-9f07-93b6bfdc19bc,Yes
55203b32-d932-46b2-81fd-9e9ecd506a7d,No
d6bc1730-828a-43a9-bd12-b92d232569b7,No
8eaa6073-882d-4d35-90e4-1a2070b78ca0,No
1fc9481b-0297-4e16-bed8-7dcedbfbb958,No
2934b3f4-9f51-43d9-b7ac-fb2c925411e2,Yes
83093300-b955-449d-9418-1056672b7b58,No
731f856e-c718-47c2-acb6-5e2db845e07b,No
2270df15-8531-43d5-9f64-589d3d6a6255,Yes
eecca6a1-9f31-4eb5-8464-12c96dfb3b27,No
8e023ad0-2247-439e-948f-d789d0e9217a,No
bd00177b-c618-47aa-8478-edb6b4fabd9c,No
65bc993c-3440-4919-83ea-fe264beeff3f,No
1ed1cde9-f6ee-487c-84b7-09b6c15de5e9,No
e06aae37-45eb-4661-9ca6-0fd9a0ebbf6a,No
922dff81-3150-460d-9207-cc9302dd928d,No
21b614ba-28a9-4e22-be50-8473a5abfe20,No
9b6e2667-30a3-4e62-92eb-d723d6e2a6df,No
6b6933be-770b-4fac-9205-3bbf6de0279a,Yes
24d3c773-578e-44d9-a772-9af7a7f1cbbf,No
3bd7c348-fcbd-452f-a590-3e23b24b7017,No
dbbde8db-33b6-4443-be01-ab932d3dd946,No
d2a8e055-ad1f-46db-81d9-2745fdde341b,No
c69b2c04-c6a2-4e49-a41f-dd6f1bdb7c20,No
591ec831-26e0-4e48-bff4-0e1d28587f72,No
68149422-b41f-4f3f-a802-7f3013673963,No
187f77d3-f0b1-49fc-a083-ad601ee318e8,No
fed4f43a-11bd-4591-9639-f343b894270a,No
f6527818-a690-4c60-9365-6cdd2c6ce8f9,No
9bb40d64-bf92-4572-b5cb-80b8e9bd4c12,No
90b58efd-0976-4b6c-ba2d-bd4f130f2683,No
8ae6c349-78b7-43dd-adb5-698fc9515230,No
ae536c5d-7f90-4e20-b150-92885bb65edd,Yes
a55c060b-0fd2-408f-8eb3-f9703f491fb6,No
6eeb867d-f3aa-4865-be7e-c6f6e14c7b2a,Yes
d2b75069-e9a4-4fb5-a430-f734c4375542,No
cf057880-541f-4f60-af8d-82a93eaf8a46,No
cbbf034e-e2a4-4428-848b-79d155f67a5e,No
8ab97301-c02d-44ad-95d5-f8ede86011f7,No
959baf01-4e4d-4283-98f1-4cc938cf27e1,No
88cb959b-3ca7-402d-a6b0-5ba9f6acfd8b,Yes
8f9310b4-94cc-455c-b3b8-47e0699ca9c9,No
2b441d12-93db-4471-94a6-2281cc262778,No
9c41c4b5-eec0-4f45-8efb-6c2e7fde7b6e,No
29ffe3bd-37cd-40e9-b6b4-2451467a061d,No
bb5ba542-536b-4231-8946-6d8ef1452d87,No
eba08338-9ef4-45b7-bcdc-c82a6a021b0e,No
2c638845-6d15-453d-b1ff-692440c721ad,No
964b55a8-cad8-46d4-ad0b-7804964dd554,No
c5e9d970-85c6-4113-b663-34f9b1445286,No
f6ddc8b9-4011-4199-849a-65c0230d4363,No
6d16ee07-d608-4a25-a83b-a512e95a8845,No
1c17adab-c62f-444f-84cf-93430cbe8c36,No
9cd0b1e8-f710-4750-b3dc-54e4f08e2dfe,No
f91b0cd9-0547-4344-a3d0-f5111eec91fa,No
52a0a2b2-7039-4d39-9b6b-78b1432c0c37,Yes
edee05e3-a667-4fbd-bb2f-04794ec727bc,No
83a13b73-5321-4db4-b806-aed5c96bc4b8,No
e957671b-afbe-4e70-a6db-0aa9a4e444e3,No
15a61378-7203-4f16-9963-d5e97c0526fb,No
37c9f88e-15e8-44a5-a9ad-16b563da66fe,No
4b9e5ee5-e0ea-4126-ab3b-e1a1d04a8293,No
44393722-f094-4dfb-b064-a610b0065d05,No
0dc7e857-b68c-46d9-b07f-8f4007c29231,No
adb6f20f-8b37-4663-a44f-c4b9668655b7,No
9308ff39-11db-4f45-9cff-cb58fbd4ce8e,No
386005db-b6e2-44ca-9453-8851f61f1392,No
71c78c09-a3a7-439d-94e5-37d6aa91cbff,No
93085f05-9d52-4183-98cf-3aeb97520e68,No
02f8fd2c-82b7-4463-ad9e-1d93060385a8,No
bafbe11b-3280-4930-9274-93793b0f26cf,No
8a30f69a-9a66-4424-a29c-286ea67ade07,No
62660315-a021-4493-9765-f14830e1b1b1,No
9104b968-a99c-4aaa-a4e9-47cb8d4ae316,No
dc2dc8ce-c075-4ec9-a13e-7106e0e09f6b,Yes
a1fd7054-706c-421d-8c98-37416445bf36,No
054d3557-6bdd-46cc-9535-0dd2fbc3c96d,No
15ff73c6-3bf1-404e-a872-8e5b18d0bb5a,Yes
084872f8-77b6-44a2-b27e-78c6d1926c40,No
5c7b48d3-630d-4d4c-851f-0ac8f9d79bdf,No
9403acf3-9e0e-4357-9aed-03d1dcf117c8,No
1fffd300-15d9-4b79-835f-14c2cc759be9,No
d9dac90d-4109-46fb-ac1c-3cd8a406c3ee,Yes
8ad5201a-9b78-401f-a5dc-4616bfe3ed0c,Yes
5a725462-a72e-4867-83c1-95d18f56aa62,No
14473d75-3c15-42df-adbf-944dfcb5ad16,No
6256360f-d8ac-4b66-aca1-a87895617b28,No
9519daaf-1cb2-48d9-985e-210430090214,No
91248737-a821-4ef5-91f2-4de17b4aaf8f,No
4a5c58f8-b0d4-469e-af99-0ee99a1efb51,Yes
9579aac1-a3eb-4c71-b792-6c3ec48d317d,No
ae66a971-4898-44bc-90f6-1964a931b1f4,No
92d89e4a-a252-4393-b423-ce9ec30e7c3b,Yes
f22c2426-9b42-4723-b088-4fc76721b716,No
77537d29-abfa-4265-8658-ef89a9dccbfa,Yes
cd791516-6429-41ea-8479-b836d8f3947e,No
90fd17a2-450c-4f51-8783-7fa04f836859,No
01aeb323-8646-4638-9f5e-c06d6e02ed55,No
60264633-7c3c-404d-9c7a-4820df4069b0,No
8d8dab7e-213b-48b8-94b8-b5695771d119,No
7c00c05d-0ee1-41a6-8074-e65f7c5b83da,No
25c4ab01-f627-43ad-b55a-f98483ff10bb,No
2f53648e-fd52-41e0-bc29-9487bae9171e,No
0af511e4-4ba7-4289-bcac-58ad2d439420,Yes
2ebac3cc-9f14-46c2-b108-e4c3998ac6e8,No
5c459ab5-15f8-43e0-bf7b-6d9be9febca2,No
730ab1f6-e0a8-44c8-b73a-8e6e9cb05605,No
6075b24c-5667-49b1-b4d2-54f15acaaaa2,Yes
62bdc978-3a20-48b2-a31e-449f00f12808,No
7593d4a4-3235-4556-86c4-28fd51cc45e5,No
f48159e8-fd36-4e11-b809-045d3f53a406,No
0f0ab235-9059-4d28-912c-e0b00273b1d2,No
3b982e40-2913-4481-b54e-5816228a9b70,No
0e121b47-782d-496d-a254-17fa9350f433,Yes
aa322a0a-4366-41b6-bdc8-1e65c01dacfb,No
3a82b71b-b705-46cc-9de4-92b536d7906e,No
9738dc45-a81f-4165-bec5-706f16bacf98,No
27c1b5ec-567c-4ec2-a2b6-0ec20bfcfd1d,No
1534d6bd-2b70-4ebe-87b2-3aabef64deb3,No
92f05e9d-0c75-433a-abe5-be3287c6e70a,No
2f9c26be-1e0a-4846-a143-b480ca935009,No
e1241fcd-baaa-4625-a29f-f40306db8f1a,No
5abd3fb3-551d-49aa-8eb1-0c3cb52fbc35,No
bcd8e28f-7b02-4c7b-8eb0-07315e91d71f,No
b10b6649-bada-47d9-8125-1e1824bfc26a,No
3308f09e-6844-42b2-b230-53fec64dc7e9,No
375e54ff-537a-4751-a084-a6851a7c23fb,No
a90ff862-da10-43da-8f50-fa2f720d044b,No
c61cbcb0-b08a-4ab5-8cd9-f5bd527201fd,No
ea247338-0225-45e2-8cd1-25de839b0696,No
008c1c9c-6305-44d1-8481-b00eb274ca8b,No
dfac3ad1-ee87-4f40-85ea-5e6fbfa5053b,No
cf543eec-8541-4e4f-b4ee-c905a34962ea,No
00b81e21-ad93-4e73-bcb1-77dc8ee8ebc1,No
c109bde7-f5a9-418e-aee5-5f1f550aef4d,No
de75f896-224c-4462-aaa7-64dd2431377d,No
